상권_코드,DTW_Cluster,상권유형,sps_mean,sps_growth,sps_cv,sps_first,sps_last
3120171,4,성장상권,47188699.765418135,0.2515730962647754,0.12186851579060398,33645839.15625,44230282.166666664
3120172,1,기대상권,39261930.88348129,0.2625991464708535,0.10747685355854758,32223893.192307692,44312499.75
3120173,1,기대상권,36000328.91458672,0.18215352937669999,0.1266696435712952,32505300.15,44113732.468468465
3120175,4,성장상권,34526772.64033684,0.297329382183099,0.1832557639147684,24029939.955555554,34667761.60714286
3120176,0,정체상권,3637158.7162589864,-0.5337974366059662,0.44862629242458024,6471770.2727272725,2502013.0555555555
3120177,0,정체상권,33367706.024412517,-0.3111545772559011,0.30916427104458866,48569018.333333336,39335623.6
3120178,2,전통강호상권,45796996.21998414,-0.16896480664578242,0.21408894037648965,23395484.485714287,36132252.35064935
3120179,2,전통강호상권,47395071.63223466,0.002872194873646017,0.10902286301763216,35157882.71212121,44556103.12658228
3120180,3,쇠퇴상권,39525907.101436585,-0.24455312669409754,0.3068102553832036,70509054.75,39592842.583333336
3120181,0,정체상권,18531345.15000712,-0.5634463673732812,0.4244026806038635,25346442.0,13869346.076923076
3120182,2,전통강호상권,46944108.20370598,0.01634774447390415,0.1549589797860521,38718531.125,49729549.551724136
3120183,1,기대상권,16788083.750140823,0.18933469347680956,0.09773107960530539,13939179.266666668,18236243.333333332
3120184,4,성장상권,40155960.245204724,0.5518323001264739,0.2767882008161361,31300044.795454547,43160736.53333333
3120185,4,성장상권,49633503.114561915,0.004075379440034755,0.09845944240314368,41595648.68055555,46452472.6626506
3120186,0,정체상권,38151415.1829246,-0.31035173134268534,0.1811294782006695,41701863.11363637,28403212.495049506
3120187,2,전통강호상권,44678174.383036405,-0.03934793386294364,0.07915399748287193,38217015.16161616,40925806.03418803
3120188,2,전통강호상권,49203680.43421746,-0.30170967699420104,0.1749664386736782,43550292.196428575,34884875.3125
3120189,4,성장상권,65514085.31093717,0.20643557423517944,0.09605471426406326,48239128.688118815,66653842.083333336
3120190,2,전통강호상권,15000564.922885654,-0.06960615093920254,0.1521724917315574,12613816.416666666,12648919.467741935
3120191,4,성장상권,41660334.29685167,0.2621964202367128,0.11678549828170219,29979199.365384616,43491717.78431372
3120192,2,전통강호상권,60629332.87993808,-0.0549766888270446,0.11246530958078545,49474063.8607595,48927944.95402299
3120193,2,전통강호상권,19939550.44358949,0.04544618891585597,0.12652987539337773,13516035.210526315,18378129.3
3120194,1,기대상권,30260405.83268914,0.53709165962082,0.2738373578780268,24869969.534883723,42760490.4117647
3120195,4,성장상권,18559381.549420796,1.010752940085692,0.3098205054781437,8502603.73076923,19384909.65625
3120196,2,전통강호상권,46764849.05409871,-0.19380233491830004,0.2061481577720544,38723012.941176474,27879717.76190476
